YEAR	MONTH	DAY	TITLE	PAGE
1825	01	01	CaledonianMercury	0002
1825	01	01	TheMorningChronicle	0002
1825	01	01	TheMorningChronicle	0003
1825	01	01	TheNewcastleCourantetc	0002
1825	01	01	TheNewcastleCourantetc	0004
1825	01	03	TheBristolMercury	0004
1825	01	01	TheMorningChronicle	0004
1825	01	02	TheExaminer	0005
1825	01	03	HampshireTelegraphandSussexChronicleetc	0004
1825	01	03	TheMorningChronicle	0002
1825	01	05	TheMorningChronicle	0002
1825	01	04	TheMorningChronicle	0002
1825	01	06	CaledonianMercury	0003
1825	01	06	TheMorningChronicle	0004
1825	01	08	TheMorningChronicle	0002
1825	01	03	TheMorningChronicle	0001
1825	01	06	TheMorningChronicle	0001
1825	01	02	TheExaminer	0009
1825	01	06	CaledonianMercury	0001
1825	01	04	TheMorningChronicle	0003
1825	01	11	TheMorningChronicle	0002
1825	01	03	TheBristolMercury	0002
1825	01	10	TheMorningChronicle	0002
1825	01	11	TheMorningChronicle	0003
1825	01	11	TheMorningChronicle	0004
1825	01	12	TheMorningChronicle	0002
1825	01	13	TheMorningChronicle	0003
1825	01	13	CaledonianMercury	0004
1825	01	08	TheMorningChronicle	0004
1825	01	14	TheMorningChronicle	0002
1825	01	15	TheNewcastleCourantetc	0002
1825	01	13	TheMorningChronicle	0002
1825	01	16	TheExaminer	0007
1825	01	13	CaledonianMercury	0003
1825	01	18	TheMorningChronicle	0002
1825	01	20	TheMorningChronicle	0003
1825	01	22	TheMorningChronicle	0002
1825	01	22	TheMorningChronicle	0003
1825	01	23	TheExaminer	0012
1825	01	23	TheExaminer	0003
1825	01	08	TheNewcastleCourantetc	0001
1825	01	22	TheIpswichJournal	0001
1825	01	26	TheDerbyMercury	0002
1825	01	27	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0001
1825	01	27	TheMorningChronicle	0003
1825	01	28	TheMorningChronicle	0002
1825	01	26	TheMorningChronicle	0004
1825	01	27	CaledonianMercury	0003
1825	01	20	TheMorningChronicle	0002
1825	01	21	TheMorningChronicle	0004
1825	01	25	TheMorningChronicle	0003
1825	01	29	TheMorningChronicle	0002
1825	01	25	TheMorningChronicle	0002
1825	01	28	TheMorningChronicle	0003
1825	01	25	TheMorningChronicle	0001
1825	01	27	TheMorningChronicle	0001
1825	01	28	TheMorningChronicle	0001
1825	01	29	TheMorningChronicle	0001
1825	01	28	LiverpoolMercuryetc	0001
1825	01	29	TheMorningChronicle	0004
1825	01	24	TheMorningChronicle	0004
1825	01	29	CaledonianMercury	0002
1825	01	30	TheExaminer	0001
1825	01	22	TheIpswichJournal	0003
1825	01	26	TheMorningChronicle	0002
1825	01	23	TheExaminer	0015
1825	01	31	TheMorningChronicle	0002
1825	01	05	TheAberdeenJournal	0001
1825	01	08	Cobbett'sWeeklyPoliticalRegister	0030
1825	01	15	Cobbett'sWeeklyPoliticalRegister	0030
1825	01	29	Cobbett'sWeeklyPoliticalRegister	0029
1825	01	07	LiverpoolMercuryetc	0003
1825	01	16	TheExaminer	0016
1825	01	23	TheExaminer	0016
